Class,CSORD_AvgLineCodeExe,CSLEX_NumberOfConditionalJumpStatements,CSORD_AvgLineCode,CSORD_NumberOfDepends,CSLEX_NumberOfUniqueIdentifiers,CSLEX_NumberOfDots,CSORD_CountDeclInstanceMethod,CSORD_CountDeclMethodPublic,CSORD_NIM,CSORD_AvgStmtDecl,CSORD_CountDeclClassMethod,CSLEX_NumberOfNewStatements,CSLEX_NumberOfReturnAndPrintStatements,CSORD_NumberOfClassConstructors,PK_CountDeclClassMethod,Testability
com.gbshape.dbe.factory.SequenceStructureFactory,4.0,1,6,1,25,16,1,1,12,2.0,1,0,2,1,6,0.875
com.gbshape.dbe.factory.TableListFactory,4.0,1,6,1,25,16,1,1,12,2.0,1,0,2,1,6,0.875
com.gbshape.dbe.factory.TableStructureFactory,4.0,1,6,1,25,16,1,1,12,2.0,1,0,2,1,6,0.875
com.gbshape.dbe.factory.ViewStructureFactory,4.0,1,6,1,25,16,1,1,12,2.0,1,0,2,1,6,0.875
com.gbshape.dbe.importdata.CSVTableImport,12.5,10,16,15,97,115,4,4,12,7.25,0,4,4,0,0,0.0860567033976124
com.gbshape.dbe.importdata.ParameterBean,1.0,0,3,0,29,13,12,12,12,1.0,0,1,6,0,0,0.7727272727272727
com.gbshape.dbe.mysql.MysqlDataBase,19.0,2,25,3,36,33,1,1,12,6.0,0,0,1,0,0,0.1531199999999999
com.gbshape.dbe.mysql.MysqlDataBaseList,22.0,2,28,4,41,42,1,1,12,7.0,0,2,1,0,0,0.14364
com.gbshape.dbe.mysql.MysqlSequenceStructure,9.666666666666666,3,13,5,65,62,3,3,12,3.333333333333333,0,2,2,0,0,0.2776666666666667
com.gbshape.dbe.mysql.MysqlTableList,31.0,5,40,4,49,52,1,1,12,11.0,0,3,1,0,0,0.0694799999999999
com.gbshape.dbe.mysql.MysqlTableStructure,20.071428571428573,59,26,12,188,370,14,14,12,6.571428571428571,0,28,5,0,0,0.3272587801328578
com.gbshape.dbe.mysql.MysqlViewStructure,12.6,6,16,9,91,121,5,5,12,5.2,0,4,4,0,0,0.1663431359287215
com.gbshape.dbe.oracle.OracleDataBase,24.0,3,31,3,38,37,1,1,12,6.0,0,0,1,0,0,0.1129199999999999
com.gbshape.dbe.oracle.OracleSequenceStructure,20.0,8,25,8,87,116,3,3,12,4.666666666666667,0,5,2,0,0,0.2171608567378705
com.gbshape.dbe.oracle.OracleTableList,25.0,3,32,4,44,45,1,1,12,8.0,0,2,1,0,0,0.0989999999999999
com.gbshape.dbe.oracle.OracleTableStructure,21.133333333333333,51,26,12,175,342,15,14,12,6.066666666666666,0,28,6,0,0,0.3381273148148148
com.gbshape.dbe.oracle.OracleViewStructure,10.8,5,14,8,73,85,5,5,12,4.2,0,2,4,0,0,0.2103083694262392
com.gbshape.dbe.postgresql.PostgresqlDataBase,22.0,2,28,3,37,36,1,1,12,6.0,0,0,1,0,0,0.1385999999999999
com.gbshape.dbe.postgresql.PostgresqlDataBaseList,22.0,2,28,4,41,42,1,1,12,7.0,0,2,1,0,0,0.14364
com.gbshape.dbe.postgresql.PostgresqlSequenceStructure,1.0,0,3,3,43,45,3,3,12,1.3333333333333333,0,1,2,0,0,1.0
com.gbshape.dbe.postgresql.PostgresqlTableList,22.0,2,28,4,41,42,1,1,12,7.0,0,2,1,0,0,0.14364
com.gbshape.dbe.postgresql.PostgresqlTableStructure,13.857142857142858,43,18,11,140,267,14,14,12,5.285714285714286,0,21,5,0,0,0.3801320913848946
com.gbshape.dbe.postgresql.PostgresqlViewStructure,12.4,6,16,9,81,98,5,5,12,5.0,0,4,4,0,0,0.1816382732281492
com.gbshape.dbe.sapdb.SapdbDataBase,26.0,3,33,3,38,38,1,1,12,6.0,0,0,1,0,0,0.1124399999999999
com.gbshape.dbe.sapdb.SapdbSequenceStructure,21.0,9,26,8,85,114,3,3,12,5.0,0,4,2,0,0,0.1802416714491756
com.gbshape.dbe.sapdb.SapdbTableList,25.0,3,32,4,44,45,1,1,12,8.0,0,2,1,0,0,0.0989999999999999
com.gbshape.dbe.sapdb.SapdbTableStructure,21.357142857142858,59,27,12,190,361,14,14,12,7.7142857142857135,0,27,5,0,0,0.3006741316324151
com.gbshape.dbe.sapdb.SapdbViewStructure,11.0,6,14,9,84,102,6,6,12,4.333333333333333,0,5,5,0,0,0.2235068551386969
com.gbshape.dbe.sql.NonSelect,14.5,1,17,5,49,66,1,1,12,3.5,1,7,1,1,3,0.2201999999999999
com.gbshape.dbe.sql.Select,33.0,6,39,9,86,127,1,1,12,10.0,1,15,1,1,3,0.0824
com.gbshape.dbe.sql.SimpleCount,9.5,2,13,2,39,38,1,1,12,3.0,1,0,1,1,3,0.2711999999999999
com.gbshape.dbe.sqlserver.SqlserverDataBase,22.0,2,28,3,37,36,1,1,12,6.0,0,0,1,0,0,0.1385999999999999
com.gbshape.dbe.sqlserver.SqlserverDataBaseList,2.0,0,4,2,16,14,1,1,12,2.0,0,1,1,0,0,1.0
com.gbshape.dbe.sqlserver.SqlserverSequenceStructure,1.0,0,3,3,43,45,3,3,12,1.3333333333333333,0,1,2,0,0,1.0
com.gbshape.dbe.sqlserver.SqlserverTableList,24.0,3,31,4,44,45,1,1,12,8.0,0,2,1,0,0,0.1018799999999999
com.gbshape.dbe.sqlserver.SqlserverTableStructure,14.571428571428571,42,19,11,132,259,14,14,12,5.0,0,21,5,0,0,0.393903
com.gbshape.dbe.sqlserver.SqlserverViewStructure,12.4,6,16,9,81,98,5,5,12,5.0,0,4,4,0,0,0.1771817011049136
com.gbshape.dbe.struts.action.AlterTableAction,11.666666666666664,8,14,10,102,189,9,9,12,8.777777777777779,0,2,11,0,0,0.2616502601040416
com.gbshape.dbe.struts.action.CreateImportFormAction,10.0,0,13,1,43,40,1,1,12,5.0,0,0,1,0,0,0.2282176
com.gbshape.dbe.struts.action.CreateSequenceAction,26.0,3,31,8,73,95,1,1,12,14.0,0,1,3,0,0,0.2562698171733334
com.gbshape.dbe.struts.action.CreateViewAction,13.0,1,16,3,52,59,1,1,12,8.0,0,0,2,0,0,0.1908
com.gbshape.dbe.struts.action.DBListAction,6.0,0,8,3,45,51,1,1,12,5.0,0,0,1,0,0,0.2456399999999999
com.gbshape.dbe.struts.action.DBStructureAction,28.0,4,34,13,81,125,1,1,12,20.0,0,2,1,0,0,0.0350399999999999
com.gbshape.dbe.struts.action.DeleteAction,27.0,4,33,9,88,108,1,1,12,15.0,0,2,1,0,0,0.155022336
com.gbshape.dbe.struts.action.DropAction,15.0,3,20,7,55,80,1,1,12,9.0,0,0,1,0,0,0.0287767670370578
com.gbshape.dbe.struts.action.InsertFormAction,10.0,0,12,4,47,58,1,1,12,7.0,0,0,1,0,0,0.31416
com.gbshape.dbe.struts.action.InsertRowAction,14.0,0,16,8,62,79,1,1,12,9.0,0,0,1,0,0,0.2720399999999999
com.gbshape.dbe.struts.action.LoginAction,21.0,2,25,6,69,90,1,1,12,9.0,0,3,2,0,0,0.2510506666666667
com.gbshape.dbe.struts.action.SQLQueryAction,30.0,12,38,7,85,114,2,1,12,9.5,0,2,3,0,0,0.1974545454545454
com.gbshape.dbe.struts.action.SwitchDBAction,6.0,0,8,1,37,40,1,1,12,4.0,0,0,1,0,0,0.4389759999999999
com.gbshape.dbe.struts.action.TableListAction,6.0,0,8,3,45,51,1,1,12,5.0,0,0,1,0,0,0.2139797333333333
com.gbshape.dbe.struts.action.TableStructureAction,17.0,0,19,6,64,78,1,1,12,10.0,0,1,1,0,0,0.1839599999999999
com.gbshape.dbe.struts.action.TruncateAction,6.0,0,8,3,43,49,1,1,12,5.0,0,0,1,0,0,0.2638421333333333
com.gbshape.dbe.struts.action.UpdateDataAction,35.0,7,44,9,89,120,1,1,12,17.0,0,3,1,0,0,0.2815424332799999
com.gbshape.dbe.struts.action.UploadFileAction,25.0,3,32,3,77,80,1,1,12,16.0,0,3,1,0,0,0.29722920192
com.gbshape.dbe.struts.action.ViewStructureAction,9.0,0,11,4,47,57,1,1,12,7.0,0,0,1,0,0,0.1699914666666667
com.gbshape.dbe.struts.bean.ColumnBean,1.0,0,3,0,69,27,38,38,12,1.0,0,1,19,0,0,0.913793103448276
com.gbshape.dbe.struts.bean.ConstraintBean,1.0,0,3,0,28,12,12,12,12,1.0,0,0,6,0,0,0.75
com.gbshape.dbe.struts.bean.DataTypeBean,1.0,0,3,0,37,15,18,18,12,1.0,0,0,9,0,0,0.8275862068965518
com.gbshape.dbe.struts.bean.TableBean,1.0,0,3,0,19,9,6,6,12,1.0,0,0,3,0,0,0.6153846153846154
com.gbshape.dbe.struts.form.ColumnForm,1.0,0,3,0,70,33,35,35,12,1.0,0,0,18,0,0,0.9094202898550724
com.gbshape.dbe.struts.form.SequenceForm,1.0,0,3,0,44,24,17,17,12,1.0,0,0,9,0,0,0.8333333333333334
com.gbshape.dbe.utils.DBEHelper,11.35483870967742,73,15,5,208,334,0,29,12,3.903225806451613,31,29,44,0,34,0.3769141838151749
com.gbshape.dbe.utils.DBEUtils,3.333333333333333,3,6,0,31,30,0,3,12,3.333333333333333,3,0,3,0,34,0.260179408508797
com.gbshape.dbe.utils.IteratorException,1.0,0,3,0,10,3,2,2,44,1.0,0,0,0,2,34,1.0
com.gbshape.dbe.utils.SecurityFilter,4.0,2,6,1,41,37,3,3,12,2.333333333333333,0,0,0,0,34,0.5252727272727272
com.gbshape.dbe.utils.ValueListHandler,5.3,9,8,1,40,26,10,10,12,2.0,0,9,6,1,34,0.7135527178735388
com.gbshape.dbe.xml.CreateTableXmlBean,1.0,0,3,1,34,22,8,8,12,1.0,0,1,4,0,2,0.7191011235955056
com.gbshape.dbe.xml.DBEDigester,13.0,0,16,1,27,18,0,1,12,4.0,1,2,1,0,2,0.3905333333333333
com.gbshape.dbe.xml.DBEXmlBean,1.0,0,3,1,24,13,4,4,12,1.0,0,1,2,0,2,0.5614035087719298
com.gbshape.dbe.xml.DigesterTest,12.0,0,15,1,32,21,0,1,12,4.0,1,2,1,0,2,0.3809333333333333
net.sf.lavalamp.LavaLogger,1.2727272727272727,2,3,0,30,22,8,11,12,1.0909090909090908,3,0,4,0,3,0.7400833333333333
net.sf.lavalamp.Pause,1.0,0,3,0,10,5,1,1,12,1.0,0,0,0,0,3,0.4
net.sf.lavalamp.application.AlwaysOff,6.0,1,9,5,31,25,2,1,85,2.0,0,1,0,1,1,0.8570000000000001
net.sf.lavalamp.application.ApplicationProperties,1.3,1,3,1,27,15,10,10,12,1.1,0,0,5,0,1,0.7420000000000001
net.sf.lavalamp.application.ApplicationPropertiesLoader,6.0,0,8,1,21,13,1,1,12,3.0,0,1,1,0,1,0.2271914666666666
net.sf.lavalamp.application.BuildStatusServlet,8.5,1,12,4,55,58,2,1,12,3.5,0,2,4,1,1,0.4204
net.sf.lavalamp.application.DefaultApplication,1.0,0,3,4,21,14,3,3,12,1.0,0,0,0,0,1,1.0
net.sf.lavalamp.application.UniversalRunner,6.0,1,9,7,32,23,1,2,12,2.0,1,6,1,0,1,0.1939254112243652
net.sf.lavalamp.application.WebRun,6.166666666666668,4,9,18,85,86,6,3,15,2.6666666666666665,0,14,1,0,1,0.627292181069959
net.sf.lavalamp.device.AbstractDevice,2.9090909090909087,3,5,15,63,34,11,9,12,1.4545454545454546,0,12,5,0,0,0.5856417369701361
net.sf.lavalamp.device.Blink,5.0,1,8,5,27,13,2,2,12,2.0,0,4,0,0,0,0.5670000000000001
net.sf.lavalamp.device.Crash,1.0,0,3,2,15,5,1,1,12,1.0,0,1,0,0,0,1.0
net.sf.lavalamp.device.DeviceController,3.375,4,6,7,46,45,8,6,12,1.5,0,3,3,1,0,0.563804151106004
net.sf.lavalamp.device.DeviceProperties,1.625,3,3,4,43,29,16,16,12,1.0625,0,3,8,0,0,0.8081607565011821
net.sf.lavalamp.device.DummyDevice,0.5,0,2,1,13,5,2,2,23,1.0,0,0,1,0,0,0.2599000384467512
net.sf.lavalamp.device.HtmlFormatter,3.2,2,5,3,23,23,5,2,12,1.6,0,1,1,1,0,1.0
net.sf.lavalamp.device.Period,4.75,6,7,2,25,24,4,2,12,1.25,0,2,7,1,0,0.4519307958477508
net.sf.lavalamp.device.StatusQuo,0.0,0,2,2,14,5,1,1,12,1.0,0,0,0,0,0,1.0
net.sf.lavalamp.device.TimeOfDay,3.0,6,5,0,25,21,8,8,12,1.25,0,3,12,2,0,0.6593928430097802
net.sf.lavalamp.device.TurnOff,2.0,0,4,2,17,7,1,1,12,1.0,0,0,0,0,0,0.3599999999999999
net.sf.lavalamp.device.TurnOn,2.0,0,4,2,16,7,1,1,12,1.0,0,0,0,0,0,0.3599999999999999
net.sf.lavalamp.device.impl.TellStick,1.875,0,4,3,33,23,8,5,23,1.0,0,1,3,0,0,0.6901754385964912
net.sf.lavalamp.device.impl.TellStickJni,2.75,2,5,2,25,18,4,4,23,1.5,0,4,0,0,0,0.3463333333333333
net.sf.lavalamp.factories.DeviceBuildsFactory,7.5,2,12,7,38,43,2,1,12,4.5,0,3,2,0,0,0.1815052583447645
net.sf.lavalamp.properties.Off,1.0,0,3,0,14,5,5,5,12,1.0,0,0,3,0,0,0.5833333333333333
net.sf.lavalamp.site.AbstractBuildSite,0.8,0,2,6,29,14,5,5,12,1.0,0,1,2,0,0,0.5454545454545454
net.sf.lavalamp.site.AuthBuildSite,2.0,0,4,2,35,21,4,4,17,1.5,0,2,1,0,0,0.648
net.sf.lavalamp.site.Build,1.7142857142857142,1,3,1,23,9,7,7,12,1.2857142857142858,0,0,4,1,0,0.6428571428571428
net.sf.lavalamp.site.BuildChecker,6.0,0,10,6,27,15,2,1,12,1.5,0,2,3,0,0,0.1448020996093612
net.sf.lavalamp.site.BuildProperties,1.5,1,3,2,22,15,6,6,12,1.0,0,1,3,0,0,0.6153846153846154
net.sf.lavalamp.site.Builds,2.8,4,5,3,29,20,5,5,12,1.6,0,3,4,1,0,0.652888888888889
net.sf.lavalamp.site.Console,1.0,0,3,0,13,13,2,2,12,1.0,0,0,2,0,0,1.0
net.sf.lavalamp.site.DummyRemoteGetter,2.0,1,5,2,16,6,2,2,13,1.0,0,0,3,0,0,0.8
net.sf.lavalamp.site.DummyRestGetter,2.0,1,5,2,16,6,2,2,13,1.0,0,1,2,0,0,0.8
net.sf.lavalamp.site.SiteFactory,7.0,0,11,3,21,11,1,1,12,3.0,0,0,1,0,0,0.0482828420810798
net.sf.lavalamp.site.SiteProperties,1.0,0,3,0,21,8,7,7,12,1.0,0,0,4,0,0,0.6666666666666666
net.sf.lavalamp.site.UrlGetter,5.5,6,9,3,63,55,6,2,13,2.1666666666666665,0,10,5,0,0,0.5006197935208259
net.sf.lavalamp.site.impl.BambooRemoteApi,2.8571428571428568,3,5,7,54,53,7,5,21,1.4285714285714286,0,3,7,0,0,0.4613152399415027
net.sf.lavalamp.site.impl.BambooRestApi,4.333333333333333,2,7,5,32,29,3,2,21,2.0,0,0,4,0,0,0.3361228191000918
net.sf.lavalamp.site.impl.Hudson,4.0,2,7,5,31,30,3,3,21,1.6666666666666667,0,0,4,0,0,0.3130571992110454
visu.handball.moves.Main,8.75,0,11,32,183,297,0,12,12,2.75,16,49,16,0,16,0.2571949152542372
visu.handball.moves.actions.AboutAction,1.5,0,3,3,24,24,2,2,32,1.0,0,1,0,1,0,0.6
visu.handball.moves.actions.AbstractExportAction,10.333333333333334,3,15,7,99,117,6,2,32,3.333333333333333,0,10,1,1,0,0.4413333333333333
visu.handball.moves.actions.AbstractPrintAction,3.333333333333333,1,8,2,48,39,3,1,38,1.6666666666666667,0,1,8,1,0,0.4793333333333334
visu.handball.moves.actions.AbstractSupportSaveAction,6.333333333333332,2,13,4,39,37,3,2,32,1.3333333333333333,0,0,1,1,0,0.4756666666666666
visu.handball.moves.actions.AnimationModusAction,5.333333333333333,2,8,4,32,33,3,3,32,1.0,0,0,1,1,0,0.3289051330287557
visu.handball.moves.actions.ChangeColorsAction,2.5,0,4,3,23,23,2,2,32,1.0,0,1,0,1,0,0.9443333333333334
visu.handball.moves.actions.CloseAction,2.0,0,4,5,19,20,2,1,35,1.0,0,0,0,1,0,0.5556666666666666
visu.handball.moves.actions.CreateMovePdfAction,20.33333333333333,10,26,4,90,98,3,1,38,5.333333333333333,0,6,5,1,0,0.1536666666666666
visu.handball.moves.actions.DeleteEventAction,7.666666666666668,3,10,4,37,36,3,3,32,1.3333333333333333,0,0,2,1,0,0.31275
visu.handball.moves.actions.EditModusAction,4.333333333333333,1,6,5,33,37,3,3,32,1.0,0,0,0,1,0,0.8800000000000001
visu.handball.moves.actions.NewAction,2.0,0,4,5,23,24,2,1,35,1.0,0,1,0,1,0,0.9443333333333334
visu.handball.moves.actions.NewMoveEventAction,7.666666666666668,4,10,6,37,46,3,3,32,1.3333333333333333,0,2,2,1,0,0.354875244140625
visu.handball.moves.actions.NewPassEventAction,9.333333333333334,4,12,8,40,61,3,3,32,1.3333333333333333,0,1,3,1,0,0.26983498092265
visu.handball.moves.actions.NewSequenceAction,6.333333333333332,3,9,6,37,46,3,3,32,1.3333333333333333,0,1,2,1,0,0.3158912037037036
visu.handball.moves.actions.OpenAction,12.333333333333336,4,16,6,59,67,3,1,35,3.0,0,5,1,1,0,0.111
visu.handball.moves.actions.PauseAnimationAction,3.333333333333333,1,5,5,31,33,3,3,32,1.0,0,0,1,1,0,0.5013071895424837
visu.handball.moves.actions.PlaceBallAction,6.0,2,8,5,34,38,3,3,32,1.0,0,0,0,1,0,0.4745911949685534
visu.handball.moves.actions.PlaceDefenderAction,5.0,1,7,5,33,37,3,3,32,1.0,0,0,0,1,0,0.5098039215686275
visu.handball.moves.actions.PlaceOffenderAction,5.0,1,7,4,30,31,3,3,32,1.0,0,0,0,1,0,0.5098039215686275
visu.handball.moves.actions.PrintActualSequenzAction,3.0,0,5,6,29,28,2,1,41,1.0,0,1,2,1,0,1.0
visu.handball.moves.actions.PrintMoveAction,3.0,1,5,6,31,28,2,1,41,1.5,0,1,2,1,0,0.44
visu.handball.moves.actions.SaveAction,16.666666666666668,8,21,5,78,89,3,2,32,4.333333333333333,0,8,2,1,0,0.1356666666666666
visu.handball.moves.actions.SetMoveNameAction,6.5,1,9,3,43,43,2,2,32,2.5,0,1,0,1,0,0.4993333333333334
visu.handball.moves.actions.StartAnimationAction,6.333333333333332,2,9,5,34,35,3,3,32,1.0,0,0,0,1,0,0.36381960191484
visu.handball.moves.actions.StartOneSequenceAnimationAction,6.333333333333332,2,9,5,34,35,3,3,32,1.0,0,0,0,1,0,0.3859044995408631
visu.handball.moves.actions.StopAnimationAction,4.0,2,6,5,31,36,3,3,32,1.0,0,0,1,1,0,1.0
visu.handball.moves.controller.CommentController,1.8333333333333333,2,4,3,31,34,6,5,12,1.0,0,0,0,1,10,0.8726666666666667
visu.handball.moves.controller.HandballFileFilter,2.0,0,4,0,22,15,2,2,14,1.0,0,0,2,0,10,0.2809586776859504
visu.handball.moves.controller.JMenuHelper,4.111111111111111,6,6,0,47,29,0,7,12,1.8888888888888888,9,6,10,0,10,0.6016840582129838
visu.handball.moves.controller.MouseController,16.0,37,21,10,112,216,9,6,20,2.4,1,0,9,1,10,0.2171601307189542
visu.handball.moves.model.ColorModel,4.0,2,6,1,109,181,35,30,12,1.0857142857142856,0,17,13,1,0,0.9115932203389832
visu.handball.moves.model.HandballModel,5.86842105263158,116,9,15,252,284,76,65,12,1.8947368421052635,0,22,43,1,0,0.5338751686909581
visu.handball.moves.model.MoveEvent,4.125,22,6,6,65,88,24,24,12,1.0833333333333333,0,2,31,2,0,0.7224954861414238
visu.handball.moves.model.PassEvent,7.571428571428571,12,10,3,37,51,7,7,36,1.2857142857142858,0,0,11,1,0,0.5253295355106464
visu.handball.moves.model.TableHandballModel,4.181818181818182,5,6,4,48,24,11,11,28,1.0909090909090908,0,0,16,1,0,0.7183596073765616
visu.handball.moves.model.TableSelectionListener,3.5,1,6,2,23,20,2,2,12,2.0,0,0,0,1,0,0.8
visu.handball.moves.model.animation.AnimationModel,13.5,13,19,6,55,71,4,3,12,2.75,0,5,2,1,1,0.4209374587207234
visu.handball.moves.model.animation.Animator,3.6,3,6,2,27,16,4,5,85,1.0,1,0,2,1,1,0.35
visu.handball.moves.model.animation.CurveIterator,4.2,4,6,3,53,32,10,6,12,2.1,0,4,7,1,1,0.6273353699504493
visu.handball.moves.model.animation.PassLineIterator,4.714285714285714,5,7,4,47,33,7,6,12,2.142857142857143,0,4,4,1,1,0.5691171344354736
visu.handball.moves.model.player.Circle,1.25,0,3,1,23,11,8,8,12,1.0,0,0,4,1,2,0.691358024691358
visu.handball.moves.model.player.Defender,1.0,0,3,1,16,4,2,3,32,1.0,1,0,1,1,2,1.0
visu.handball.moves.model.player.Offender,1.0,0,3,1,16,4,2,3,32,1.0,1,0,1,1,2,1.0
visu.handball.moves.model.player.Player,2.15,4,4,1,45,34,20,20,12,1.05,0,0,13,1,2,0.8811896024464834
visu.handball.moves.resources.Resources,6.0,2,9,0,33,23,1,2,12,2.6666666666666665,2,2,4,1,2,0.3037333333333333
visu.handball.moves.views.AbstractPlayerDrawer,2.571428571428572,0,5,4,56,47,7,3,12,1.5714285714285714,0,7,0,1,0,0.5967741935483871
visu.handball.moves.views.AnimatedImageLabel,5.111111111111111,3,7,0,74,66,9,9,726,1.5555555555555556,0,7,4,1,0,0.0393333333333333
visu.handball.moves.views.CircleDrawer,2.333333333333333,1,4,2,38,38,6,5,12,1.0,0,2,0,1,0,0.609375
visu.handball.moves.views.ColorSettingsDialog,53.5,1,69,3,101,138,2,1,723,17.5,0,37,1,1,0,0.0096666666666666
visu.handball.moves.views.ColoredShape,1.9090909090909087,2,4,0,26,26,11,11,12,1.0,0,0,4,2,0,0.7787610619469026
visu.handball.moves.views.DefenderDrawer,6.0,4,8,7,61,58,5,4,19,2.0,0,3,0,1,0,0.5189508196721311
visu.handball.moves.views.EventDrawer,10.333333333333334,25,14,9,98,150,12,5,12,3.583333333333333,0,9,8,2,0,0.3916666666666666
visu.handball.moves.views.EventTableCellRenderer,13.0,5,16,3,48,43,2,2,742,2.0,0,3,1,1,0,0.0965333333333333
visu.handball.moves.views.Field,5.0,2,7,12,62,68,7,6,698,1.1428571428571428,0,6,3,1,0,0.534
visu.handball.moves.views.FieldDrawer,10.857142857142858,3,13,2,87,81,7,6,12,4.142857142857143,0,28,4,1,0,0.6845208333333334
visu.handball.moves.views.OffenderDrawer,6.2,5,9,7,63,57,5,4,19,2.0,0,3,0,1,0,0.4998306878306879
visu.handball.moves.views.PlayerToolBar,22.5,6,27,8,39,57,2,2,719,1.0,0,11,0,1,0,0.2975206611570247
visu.handball.moves.views.StatusBar,12.5,14,15,11,92,119,8,4,698,2.0,0,8,0,1,0,0.4969417769570124
visu.handball.moves.www.MovesViewer,9.214285714285714,17,12,7,167,184,14,5,556,2.5,0,31,11,1,0,0.0073333333333333
visu.handball.moves.xml.HandballModelReader,13.0,13,16,8,118,163,6,7,12,5.125,2,11,7,1,3,0.2233815261044176
visu.handball.moves.xml.HandballModelWriter,11.333333333333336,9,14,5,88,121,5,2,12,4.0,1,14,2,1,3,0.6517777777777778
client.BomberClient,2.5454545454545454,2,4,13,124,103,32,32,22,1.2424242424242424,1,15,8,1,3,0.0246666666666666
client.ClientBomb,1.5,0,3,3,29,19,4,4,76,1.0,0,1,1,1,3,0.6153846153846154
client.ClientGameLoop,1.5,0,3,5,30,18,6,3,91,1.0,0,0,1,1,3,0.5230555555555555
client.ClientGameRound,3.65,6,6,25,128,109,20,20,18,1.4,0,15,3,1,3,0.0413333333333333
client.ClientGameSession,3.4736842105263164,5,5,14,115,97,19,18,24,1.4736842105263157,0,7,6,1,3,0.4401418439716312
client.ClientPlayer,3.75,7,6,8,69,42,12,11,73,1.3333333333333333,0,2,2,1,3,0.4996666666666667
client.ClientProperties,7.0,6,10,3,48,29,4,4,12,2.6,1,5,5,1,3,0.6386849315068492
client.GameWindow,5.25,0,8,1,30,14,4,4,723,1.75,0,2,1,2,3,0.0833333333333333
client.TestDriver,2.0,0,4,1,9,2,0,1,12,2.0,1,0,0,0,3,0.5833333333333334
client.controller.LocalControl,4.4,8,7,6,37,34,5,5,12,1.0,0,1,1,1,0,0.4474381320642473
client.controller.RemoteControl,1.0,0,3,3,18,10,2,2,12,1.0,0,0,0,1,0,1.0
client.gui.Chat,3.2352941176470584,5,5,5,113,104,17,17,708,1.3529411764705883,0,9,3,1,3,0.7211111111111111
client.gui.CreateGameDialog,9.5,11,12,7,105,119,10,10,708,2.4,0,15,1,1,3,0.2264588744588744
client.gui.Game,4.0,1,6,3,46,50,4,4,708,1.0,0,2,3,1,3,0.5454545454545454
client.gui.GlobalHighscoreLobby,11.333333333333336,4,14,4,82,116,9,9,708,1.4444444444444444,0,23,0,1,3,0.5241733220603537
client.gui.GlobalLobby,8.692307692307693,13,10,8,97,165,13,13,708,1.3846153846153846,0,13,1,1,3,0.4536666666666666
client.gui.HighscoreLobby,6.142857142857142,11,8,6,95,104,14,11,708,1.5714285714285714,0,13,0,1,3,0.7112192982456141
client.gui.LoginDialog,10.894736842105264,26,13,7,123,276,18,18,708,1.4736842105263157,1,30,1,1,3,0.3594710144927536
client.gui.ServerSelectionDialog,6.75,6,9,6,78,82,8,8,708,1.75,0,10,0,1,3,0.3688860759493671
client.gui.SessionLobby,5.4444444444444455,5,8,8,93,84,9,9,708,1.6666666666666667,0,9,1,1,3,0.149
client.gui.SplashFrame,11.0,0,13,1,31,20,1,1,723,4.0,0,1,0,1,3,0.6666666666666667
client.gui.SplashThread,6.0,1,9,2,15,7,2,2,85,1.0,0,1,0,0,3,0.3896666666666667
client.gui.StartFrame,3.375,10,5,19,237,199,38,37,723,1.375,2,38,9,1,3,0.035
client.gui.components.MyButton,5.5555555555555545,4,8,2,66,78,9,8,806,1.6666666666666667,0,4,0,2,0,0.3316666666666666
client.gui.components.MyPanel,6.9,7,9,3,81,100,10,10,698,2.3,0,14,0,1,0,0.2360506329113924
client.gui.components.MyTextField,7.0,0,10,0,0,0,4,4,823,2.5,0,0,0,2,0,0.4256666666666667
client.network.ClientMsgReceiver,6.0,6,9,9,64,48,5,3,89,2.2,0,1,0,1,0,0.2333333333333333
client.network.ClientMsgSender,0.5,0,2,1,16,7,2,2,89,1.0,0,0,0,1,0,1.0
client.network.ForwardingObserver,15.5,5,20,10,48,58,2,2,12,5.0,0,5,0,1,0,0.4717066666666665
client.network.GeneralMsgProcessor,0.0,0,2,2,9,2,1,1,12,1.0,0,0,0,0,0,1.0
client.view.BombView,6.7142857142857135,3,9,6,72,70,7,2,18,3.8571428571428568,0,2,4,1,1,0.512
client.view.ExplosionGfxFactory,9.0,9,11,1,68,78,7,2,12,3.8571428571428568,0,4,6,1,1,0.9583333333333331
client.view.GameObjectView,1.4,0,3,3,15,5,5,5,13,1.0,0,0,3,1,1,0.6376811594202899
client.view.GfxFactory,4.2727272727272725,11,7,2,59,46,11,9,12,1.818181818181818,0,11,9,1,1,0.716677966101695
client.view.OffGamePainter,4.0,1,7,1,12,4,2,2,85,1.0,0,0,0,1,1,0.4446666666666667
client.view.OverlayView,3.75,2,6,1,36,24,4,2,13,1.25,0,1,3,0,1,0.9583333333333331
client.view.PlayerView,8.428571428571429,13,11,7,71,57,7,2,18,2.8571428571428568,0,1,7,1,1,0.5832757201646092
client.view.PowerUpView,6.5,2,9,5,39,27,2,2,18,2.0,0,0,2,1,1,0.1683285915673459
client.view.StatusView,0.5,0,2,3,17,7,2,2,18,1.0,0,0,0,1,1,1.0
client.view.TileView,6.0,2,9,5,43,27,2,2,18,2.5,0,0,0,1,1,0.7055333333333333
common.Actor,3.6666666666666665,17,6,1,73,47,21,14,38,1.2857142857142858,0,11,6,1,3,0.7595789473684209
